,road_segment_id,road_segment_length,ST_NAME,speed_category,funclass_name,geometry,direction,ST_TYPE,ST_PRE,From,To,To_2,To_3,To_4
10778,1279372551,0.026718953,Sherman,40,Arterial,"MULTILINESTRING ((2389222.8461500197 7135761.065766815, 2389291.540737221 7135885.6780178305))",NE,Dr,E,,,,,
10779,1279372554,0.090720166,University,45,Highways,"MULTILINESTRING ((2393184.9882986406 7134885.369858135, 2393638.4982280587 7135044.190969747))",E,Dr,E,Shawnee,,,,
10780,1279372555,0.008699194,University,45,Highways,"MULTILINESTRING ((2393638.4982280587 7135044.190969747, 2393684.164334893 7135059.349888337))",E,Dr,E,,,,,
10781,1279374552,0.011806049,Crockett,30,Local,"MULTILINESTRING ((2398173.7938665254 7109609.004355506, 2398238.0469600675 7109609.863326871))",E,St,W,Bowie,,,,
10782,1279374553,0.061515729,Crockett,30,Local,"MULTILINESTRING ((2398173.7938665254 7109609.004355506, 2398078.9926778246 7109604.098679416, 2398020.7616909607 7109610.597608143, 2397965.5417930232 7109620.775428443, 2397854.85913603 7109659.320883417))",W,St,W,Crockett,Ben Ivey,,,
10783,1279374554,0.034796776,Bowie,30,Local,"MULTILINESTRING ((2398238.0469600675 7109609.863326871, 2398236.9283046103 7109693.535149476, 2398245.280443953 7109755.502262632, 2398263.2006243607 7109788.488860461))",N,St,N,Crockett,,,,
10784,1279374560,0.025476211,Crockett,30,Local,"MULTILINESTRING ((2398238.0469600675 7109609.863326871, 2398348.09781711 7109618.611958194, 2398372.4778741077 7109626.215113106))",E,St,W,Bowie,,,,
10785,1279374561,0.106875812,Crockett,30,Local,"MULTILINESTRING ((2398372.4778741077 7109626.215113106, 2398433.4279670184 7109645.2230814025, 2398675.961766863 7109815.841638979, 2398730.7433329658 7109838.406182171, 2398791.8876184733 7109842.863212379, 2398874.6929756715 7109829.417597453))",E,St,W,,,,,
10786,1279374562,0.025476211,Bowie,30,Local,"MULTILINESTRING ((2398263.2006243607 7109788.488860461, 2398272.1363798096 7109806.801116117, 2398323.3234658223 7109869.341017628, 2398341.292149479 7109898.689755274))",NE,St,N,,,,,
10787,1279374563,0.014291533,Bowie,30,Local,"MULTILINESTRING ((2398341.292149479 7109898.689755274, 2398356.2498099944 7109924.359679881, 2398367.8558928454 7109971.816127176))",N,St,N,,,,,
10788,1279374573,0.024233469,Bowie,30,Local,"MULTILINESTRING ((2398343.253672665 7109065.486797266, 2398305.9046242363 7109112.2885743845, 2398287.2058193036 7109137.508431795, 2398271.420836066 7109173.682922964))",NW,St,S,,,,,
10789,1279374583,0.060272987,Bowie,30,Local,"MULTILINESTRING ((2398271.420836066 7109173.682922964, 2398258.8415132416 7109198.984617559, 2398242.5215813955 7109275.176073973, 2398239.651987375 7109489.812457512))",N,St,S,,,,,
10790,1279374584,0.022369356,Bowie,30,Local,"MULTILINESTRING ((2398239.651987375 7109489.812457512, 2398238.0469600675 7109609.863326871))",N,St,S,Crockett,,,,
10791,1279374587,0.013048791,Austin,30,Local,"MULTILINESTRING ((2397510.1850162074 7109574.670494723, 2397512.9048047797 7109600.1766762845, 2397527.620482496 7109644.035743455))",N,St,S,,,,,
10792,1279374588,0.016155646,Austin,30,Local,"MULTILINESTRING ((2397527.620482496 7109644.035743455, 2397533.4970304063 7109662.306953776, 2397566.376375414 7109720.962707737))",NE,St,S,,,,,
10793,1279374589,0.011184678,Austin,30,Local,"MULTILINESTRING ((2397566.376375414 7109720.962707737, 2397596.293072763 7109772.301838507))",NE,St,S,,,,,
10794,1279374592,0.008699194,Austin,30,Local,"MULTILINESTRING ((2397562.7818300053 7109302.480979728, 2397546.900625327 7109345.931641594))",N,St,S,,,,,
10795,1279374593,0.034175405,Austin,30,Local,"MULTILINESTRING ((2397546.900625327 7109345.931641594, 2397515.2354505304 7109425.557179875, 2397508.6305290232 7109461.854565658, 2397504.793978566 7109520.020227114))",N,St,S,,,,,
10796,1279379910,0.016777017,Woodrow,40,Arterial,"MULTILINESTRING ((2392985.0815022155 7124789.280186301, 2392986.9380728346 7124880.269184814))",N,Ln,S,,,,,
10797,1279379911,0.011184678,Woodrow,40,Arterial,"MULTILINESTRING ((2392986.9380728346 7124880.269184814, 2392986.1209470304 7124942.114230026))",N,Ln,S,,,,,
10798,1279380293,0.014912904,Elm,40,Arterial,"MULTILINESTRING ((2386333.1039730767 7128489.8347767275, 2386332.0629698085 7128569.869927781))",N,St,N,,,,,
10799,1279380294,0.042874599,Elm,40,Arterial,"MULTILINESTRING ((2386332.0629698085 7128569.869927781, 2386332.139759199 7128799.101290307))",N,St,N,Parkway,,,,
10800,1279380296,0.00621371,Mingo,40,Arterial,"MULTILINESTRING ((2388470.741411133 7129205.401537458, 2388488.70773763 7129234.745079904))",NE,Rd,,,,,,
10801,1279380297,0.052195164,Mingo,40,Arterial,"MULTILINESTRING ((2388488.70773763 7129234.745079904, 2388524.545155097 7129300.708115835, 2388626.2264274084 7129476.689735009))",NE,Rd,,,,,,
10802,1279380298,0.022369356,Mingo,40,Arterial,"MULTILINESTRING ((2388375.031390105 7129040.414250416, 2388413.9270817325 7129106.4171234155, 2388434.8562152637 7129143.076524653))",NE,Rd,,,,,,
10803,1279380299,0.013048791,Mingo,40,Arterial,"MULTILINESTRING ((2388434.8562152637 7129143.076524653, 2388470.741411133 7129205.401537458))",NE,Rd,,,,,,
10804,1279380312,0.019262501,Troy H Lagrone,30,Local,"MULTILINESTRING ((2391923.8302477626 7126867.459147099, 2392027.8032091707 7126868.829699308))",E,Dr,,,,,,
10805,1279380313,0.016155646,Troy H Lagrone,30,Local,"MULTILINESTRING ((2392202.158791389 7126867.490195633, 2392287.7835833766 7126868.619603066))",E,Dr,,,,,,
10806,1279380314,0.032932663,Troy H Lagrone,30,Local,"MULTILINESTRING ((2392202.158791389 7126867.490195633, 2392027.8032091707 7126868.829699308))",W,Dr,,,,,,
10807,1279380320,0.013670162,Troy H Lagrone,30,Local,"MULTILINESTRING ((2391850.4375664485 7126866.491901083, 2391923.8302477626 7126867.459147099))",E,Dr,,,,,,
10808,1279380321,0.056544761,Troy H Lagrone,30,Local,"MULTILINESTRING ((2391850.4375664485 7126866.491901083, 2391550.654948225 7126869.819953444))",W,Dr,,,,,,
10809,1279380558,0.00621371,Woodthrush,30,Local,"MULTILINESTRING ((2380825.0534061505 7123954.146783824, 2380858.6947681606 7123954.578539617))",E,Ln,,Kendolph,,,,
10810,1279380559,0.042874599,I-35E,40,Arterial,"MULTILINESTRING ((2381137.353032016 7123692.541373882, 2380928.1723615695 7123784.458046202))",NW,Unknown,N,I-35E,,,,
10811,1279380560,0.021126614,I-35E,40,Arterial,"MULTILINESTRING ((2380928.1723615695 7123784.458046202, 2380823.629166627 7123826.778935107))",W,Unknown,N,I-35E,Kendolph,,,
10812,1279380564,0.011806049,Woodthrush,30,Local,"MULTILINESTRING ((2380858.6947681606 7123954.578539617, 2380922.919185298 7123955.402898508))",E,Ln,,,,,,
10813,1279380567,0.011806049,Woodthrush,30,Local,"MULTILINESTRING ((2380922.919185298 7123955.402898508, 2380987.14360078 7123956.227385774))",E,Ln,,,,,,
10814,1279380571,0.011806049,Woodthrush,30,Local,"MULTILINESTRING ((2380987.14360078 7123956.227385774, 2381051.3680146174 7123957.05200142))",E,Ln,,,,,,
10815,1279380572,0.011184678,Woodthrush,30,Local,"MULTILINESTRING ((2381051.3680146174 7123957.05200142, 2381112.534121501 7123957.83746902))",E,Ln,,,,,,
10816,1279380576,0.033554034,Avenue C,30,Local,"MULTILINESTRING ((2381137.353032016 7123692.541373882, 2381164.083664259 7123754.740199109, 2381172.0437341067 7123849.444985779, 2381171.856825785 7123863.996823429))",N,Unknown,,,,,,
10817,1279380577,0.016777017,Avenue C,30,Local,"MULTILINESTRING ((2381171.856825785 7123863.996823429, 2381170.688648738 7123954.945811473))",N,Unknown,,Woodthrush,,,,
10818,1279380580,0.004349597,Avenue C,30,Local,"MULTILINESTRING ((2381170.688648738 7123954.945811473, 2381170.3615591535 7123980.411528972))",N,Unknown,,Woodthrush,,,,
10819,1279380590,0.015534275,Avenue C,30,Local,"MULTILINESTRING ((2381170.3615591535 7123980.411528972, 2381169.2868362013 7124064.084603346))",N,Unknown,,,,,,
10820,1279380591,0.005592339,Avenue C,30,Local,"MULTILINESTRING ((2381169.2868362013 7124064.084603346, 2381168.866292423 7124096.826242236))",N,Unknown,,,,,,
10821,1279380662,0.021747985,Teasley,40,Arterial,"MULTILINESTRING ((2395393.6647142624 7102112.94598456, 2395392.1189903202 7102229.358639731))",N,Ln,,,,,,
10822,1279380663,0.040389115,Teasley,40,Arterial,"MULTILINESTRING ((2395392.1189903202 7102229.358639731, 2395386.208708364 7102443.953856039))",N,Ln,,,,,,
10823,1279380805,0.011806049,Crawford,30,Local,"MULTILINESTRING ((2367217.2164763105 7097006.576075809, 2367216.404516376 7097072.058772172))",N,Rd,,,,,,
10824,1279381076,0.042874599,McKinney,40,Arterial,"MULTILINESTRING ((2394529.940685914 7128004.405640852, 2394300.452007144 7128012.2787929475))",W,St,E,Mack,,,,
10825,1279381081,0.072079036,McKinney,40,Arterial,"MULTILINESTRING ((2394300.452007144 7128012.2787929475, 2393917.9229975026 7128029.042305252))",W,St,E,,,,,
10826,1279381082,0.019262501,McKinney,40,Arterial,"MULTILINESTRING ((2393917.9229975026 7128029.042305252, 2393813.905626381 7128031.30358483))",W,St,E,,,,,
10827,1279381092,0.005592339,McKinney,40,Arterial,"MULTILINESTRING ((2393783.3264506236 7128030.898746128, 2393813.905626381 7128031.30358483))",E,St,E,,,,,
10828,1279381093,0.029825808,McKinney,40,Arterial,"MULTILINESTRING ((2393783.3264506236 7128030.898746128, 2393624.1703009107 7128039.707902136))",W,St,E,,,,,
10829,1279381111,0.034175405,Wilshire,30,Local,"MULTILINESTRING ((2380821.27168173 7124248.821578789, 2381004.768331498 7124251.177016752))",E,St,,Kendolph,,,,
10830,1279381113,0.007456452,Wilshire,30,Local,"MULTILINESTRING ((2381004.768331498 7124251.177016752, 2381044.525937171 7124251.687499778))",E,St,,,,,,
10831,1279381114,0.008699194,Wilshire,30,Local,"MULTILINESTRING ((2381044.525937171 7124251.687499778, 2381093.4583740584 7124252.315854114))",E,St,,,,,,
10832,1279381115,0.008077823,Avenue C,30,Local,"MULTILINESTRING ((2381168.139662089 7124391.540301192, 2381167.578932789 7124435.195827952))",N,Unknown,,,,,,
10833,1279381117,0.005592339,Avenue C,30,Local,"MULTILINESTRING ((2381169.915304778 7124253.297806967, 2381169.494757838 7124286.039449347))",N,Unknown,,Wilshire,,,,
10834,1279381118,0.019883872,Avenue C,30,Local,"MULTILINESTRING ((2381169.494757838 7124286.039449347, 2381169.261120646 7124304.229250937, 2381168.139662089 7124391.540301192))",N,Unknown,,,,,,
10835,1279381414,0.024233469,Mockingbird,30,Local,"MULTILINESTRING ((2397701.3461614097 7127791.91925901, 2397702.654329315 7127922.92605234))",N,Ln,,,,,,
10836,1279381415,0.024233469,Mockingbird,30,Local,"MULTILINESTRING ((2397702.654329315 7127922.92605234, 2397707.0203875466 7128053.973711325))",N,Ln,,Hummingbird,,,,
10837,1279381621,0.007456452,Bell,30,Local,"MULTILINESTRING ((2388247.8222660576 7129413.525657873, 2388247.299364333 7129453.543222571))",N,Ave,N,,,,,
10838,1279381622,0.06835081,Bell,30,Local,"MULTILINESTRING ((2388247.299364333 7129453.543222571, 2388248.6612068126 7129817.419218645))",N,Ave,N,,,,,
10839,1279381626,0.014912904,Gary,30,Local,"MULTILINESTRING ((2386644.0047280127 7131390.190068077, 2386723.502270219 7131391.225039974))",E,St,,Locust,,,,
10840,1279381627,0.008699194,Gary,30,Local,"MULTILINESTRING ((2386536.988801767 7131388.797147377, 2386585.910368626 7131389.433866887))",E,St,,,,,,
10841,1279381628,0.029825808,Elm,40,Arterial,"MULTILINESTRING ((2386323.069855941 7131142.228802221, 2386324.045330424 7131302.339126547))",N,St,N,2nd,,,,
10842,1279381631,0.025476211,3rd,30,Local,"MULTILINESTRING ((2386591.200269573 7131687.866583307, 2386725.733323501 7131689.617968298))",E,St,W,Locust,,,,
10843,1279381637,0.018019759,Mingo,40,Arterial,"MULTILINESTRING ((2388886.5877286075 7129913.087339642, 2388925.7193445335 7129960.901062123, 2388952.9532459634 7129983.0890170885))",NE,Rd,,Withers,,,,
10844,1279381638,0.021126614,Mingo,40,Arterial,"MULTILINESTRING ((2388952.9532459634 7129983.0890170885, 2388986.2073269174 7130012.63296745, 2389037.5695686457 7130060.606934312))",NE,Rd,,,,,,
10845,1279381639,0.011184678,Frame,30,Local,"MULTILINESTRING ((2389040.1889655353 7131028.504866361, 2389039.3792779786 7131090.350231542))",N,St,,,,,,
10846,1279381640,0.019262501,Frame,30,Local,"MULTILINESTRING ((2389039.3792779786 7131090.350231542, 2389041.103291555 7131192.2532216925))",N,St,,College,,,,
10847,1279381754,0.021747985,Mockingbird,30,Local,"MULTILINESTRING ((2397693.1970563983 7127486.168688261, 2397697.7576755304 7127602.66454435))",N,Ln,,,,,,
10848,1279381755,0.035418147,Mockingbird,30,Local,"MULTILINESTRING ((2397697.7576755304 7127602.66454435, 2397701.3461614097 7127791.91925901))",N,Ln,,,,,,
10849,1279381764,0.019262501,Cardinal,30,Local,"MULTILINESTRING ((2398825.583445241 7127202.952775312, 2398830.3349556066 7127304.897012854))",N,Dr,,McKinney,,,,
10850,1279382016,0.061515729,Lindsey,30,Local,"MULTILINESTRING ((2383967.33650198 7121756.911775015, 2384294.456332811 7121772.058933144))",E,St,,Bernard,,,,
10851,1279382017,0.029204437,Lindsey,30,Local,"MULTILINESTRING ((2384294.456332811 7121772.058933144, 2384450.393414616 7121777.7158000115))",E,St,,,,,,
10852,1279382019,0.006835081,Ioof,30,Local,"MULTILINESTRING ((2384370.5585835692 7124873.09956511, 2384370.087676405 7124909.479132982))",N,St,,,,,,
10853,1279382021,0.008699194,Ioof,30,Local,"MULTILINESTRING ((2384371.1707628686 7124825.806128002, 2384370.5585835692 7124873.09956511))",N,St,,,,,,
10854,1279382023,0.013048791,Ioof,30,Local,"MULTILINESTRING ((2384369.760703014 7124698.438063363, 2384371.924214291 7124767.59882256))",N,St,,,,,,
10855,1279382024,0.010563307,Ioof,30,Local,"MULTILINESTRING ((2384371.924214291 7124767.59882256, 2384371.1707628686 7124825.806128002))",N,St,,,,,,
10856,1279382026,0.013048791,Ioof,30,Local,"MULTILINESTRING ((2384370.087676405 7124909.479132982, 2384372.251160905 7124978.639900465))",N,St,,,,,,
10857,1279382027,0.031689921,Ioof,30,Local,"MULTILINESTRING ((2384372.251160905 7124978.639900465, 2384373.143164013 7125146.025515389))",N,St,,,,,,
10858,1279382029,0.044738712,Eagle,40,Arterial,"MULTILINESTRING ((2383985.787442299 7124587.951746336, 2383973.5544609567 7124587.793549487, 2383747.1972756516 7124588.505705064))",W,Dr,,Bernard,,,,
10859,1279382036,0.037903631,Eagle,40,Arterial,"MULTILINESTRING ((2383747.1972756516 7124588.505705064, 2383545.259085654 7124593.17346644))",W,Dr,,,,,,
10860,1279382037,0.009941936,Eagle,40,Arterial,"MULTILINESTRING ((2383490.210678112 7124592.462372115, 2383545.259085654 7124593.17346644))",E,Dr,,Beatty,,,,
10861,1279382060,0.062758471,Duchess,30,Local,"MULTILINESTRING ((2398623.157234305 7125417.3326872615, 2398524.808967548 7125452.402020867, 2398456.7990829973 7125506.070598046, 2398363.5940614515 7125613.981018545))",NW,Dr,,Duchess,,,,
10862,1279382061,0.066486697,Duchess,30,Local,"MULTILINESTRING ((2398363.5940614515 7125613.981018545, 2398304.4671960333 7125689.600302794, 2398239.2730011945 7125761.4999479065, 2398186.749509511 7125800.821892494, 2398100.635405165 7125836.056141247))",NW,Dr,,Duchess,,,,
10863,1279383017,0.070214923,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399460.101495409 7127098.662130241, 2399464.297552772 7127469.85495764))",N,Unknown,,McKinney,,,,
10864,1279383018,0.009941936,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399464.297552772 7127469.85495764, 2399463.5654995027 7127524.424046369))",N,Unknown,,,,,,
10865,1279383372,0.024233469,Mayhill,40,Arterial,"MULTILINESTRING ((2401713.458639385 7127158.078456667, 2401690.3356991345 7127285.117535577))",N,Rd,N,,,,,
10866,1279383373,0.085749198,Mayhill,40,Arterial,"MULTILINESTRING ((2401690.3356991345 7127285.117535577, 2401670.7614369807 7127375.818517291, 2401666.526187936 7127463.087740295, 2401665.4470245466 7127543.122328894, 2401672.0210586283 7127736.056642606))",N,Rd,N,,,,,
10867,1279383375,0.026097582,Mayhill,40,Arterial,"MULTILINESTRING ((2401652.5929297977 7127135.426158575, 2401629.323071765 7127273.3790859375))",N,Rd,N,,,,,
10868,1279383376,0.08699194,Mayhill,40,Arterial,"MULTILINESTRING ((2401629.323071765 7127273.3790859375, 2401606.298627374 7127393.142362436, 2401604.925340667 7127495.004565301, 2401606.1685960433 7127629.649426631, 2401604.7952994523 7127731.511643285))",N,Rd,N,,,,,
10869,1279383621,0.034796776,Mayhill,40,Arterial,"MULTILINESTRING ((2401723.0739504574 7126445.04333261, 2401720.5720076505 7126630.577954044))",N,Rd,N,,,,,
10870,1279383625,0.079535488,Mayhill,40,Arterial,"MULTILINESTRING ((2401658.2828211132 7126713.42573813, 2401652.5929297977 7127135.426158575))",N,Rd,N,,,,,
10871,1279383626,0.032932663,Mayhill,40,Arterial,"MULTILINESTRING ((2401661.814477096 7126451.494494281, 2401656.4019885156 7126626.074087131))",N,Rd,N,,,,,
10872,1279383627,0.016155646,Mayhill,40,Arterial,"MULTILINESTRING ((2401656.4019885156 7126626.074087131, 2401658.2828211132 7126713.42573813))",N,Rd,N,,,,,
10873,1279383628,0.016155646,Mayhill,40,Arterial,"MULTILINESTRING ((2401720.5720076505 7126630.577954044, 2401719.3946227077 7126717.888370986))",N,Rd,N,,,,,
10874,1279383629,0.083263714,Mayhill,40,Arterial,"MULTILINESTRING ((2401719.3946227077 7126717.888370986, 2401714.685082344 7127067.130082704, 2401713.458639385 7127158.078456667))",N,Rd,N,,,,,
10875,1279383753,0.047845567,Private,30,Local,"MULTILINESTRING ((2402411.2141392115 7125995.867250931, 2402419.6022979254 7126054.198069022, 2402423.0651305686 7126250.728999154))",N,Rd,,McKinney,,,,
10876,1279383754,0.116196377,Private,30,Local,"MULTILINESTRING ((2402423.0651305686 7126250.728999154, 2402425.4352996764 7126301.701353749, 2402430.4704348855 7126381.818473803, 2402468.80028033 7126487.855509225, 2402480.5522396406 7126749.993215929, 2402500.9755890104 7126823.041056261, 2402518.9305968517 7126852.39240004))",N,Rd,,,,,,
10877,1279383940,0.085127827,Collier,30,Local,"MULTILINESTRING ((2381552.134950596 7124025.341578463, 2381552.0414098524 7124032.617496868, 2381568.19289367 7124203.837500862, 2381570.8014711603 7124476.763126774))",N,St,,,,,,
10878,1279383941,0.008699194,Collier,30,Local,"MULTILINESTRING ((2381570.8014711603 7124476.763126774, 2381570.193420149 7124524.056608673))",N,St,,,,,,
10879,1279385311,0.025476211,I-35E,45,Highways,"MULTILINESTRING ((2394218.6259326357 7117335.612099474, 2394119.487229448 7117428.901582852))",NW,Unknown,S,,,,,
10880,1279385312,0.004349597,I-35E,45,Highways,"MULTILINESTRING ((2394119.487229448 7117428.901582852, 2394100.8927636854 7117446.848136459))",NW,Unknown,S,,,,,
10881,1279386249,0.113089522,Myrtle,30,Local,"MULTILINESTRING ((2385960.2640988375 7122583.226938798, 2385953.249161651 7122652.268509178, 2385958.629024966 7123179.930260595))",N,St,,Daugherty,,,,
10882,1279386250,0.034796776,Myrtle,30,Local,"MULTILINESTRING ((2385958.629024966 7123179.930260595, 2385959.276719935 7123365.505503533))",N,St,,,,,,
10883,1279386252,0.022990727,Avenue A,40,Arterial,"MULTILINESTRING ((2382593.5611090157 7124151.542680191, 2382595.025176368 7124275.272670753))",N,Unknown,,Fannin,,,,
10884,1279386253,0.041010486,Avenue A,40,Arterial,"MULTILINESTRING ((2382595.025176368 7124275.272670753, 2382597.051889978 7124355.347169608, 2382598.328356164 7124493.629008944))",N,Unknown,,,,,,
10885,1279386255,0.026097582,Fort Worth,40,Arterial,"MULTILINESTRING ((2385685.8191643893 7123223.688135812, 2385724.2552751503 7123326.067051771, 2385733.0524298847 7123355.289811414))",N,Dr,,,,,,
10886,1279386256,0.011806049,Fort Worth,40,Arterial,"MULTILINESTRING ((2385733.0524298847 7123355.289811414, 2385747.541087838 7123417.333573404))",N,Dr,,,,,,
10887,1279386257,0.060894358,Fort Worth,40,Arterial,"MULTILINESTRING ((2385747.541087838 7123417.333573404, 2385753.327085482 7123442.8786709765, 2385757.9319279343 7123559.3725669375, 2385754.1649025795 7123613.902129127, 2385747.4812890864 7123657.478119193, 2385731.1502723754 7123737.314485895))",N,Dr,,Collins,,,,
10888,1279386258,0.006835081,Locust,40,Arterial,"MULTILINESTRING ((2386730.337989316 7124758.18909334, 2386729.8644122616 7124794.56862353))",N,St,S,,,,,
10889,1279386259,0.009320565,Locust,40,Arterial,"MULTILINESTRING ((2386729.8644122616 7124794.56862353, 2386729.201404369 7124845.499967064))",N,St,S,,,,,
10890,1279387309,0.01242742,Oak,40,Arterial,"MULTILINESTRING ((2381322.187068639 7127875.625636512, 2381389.4615799882 7127876.490224406))",E,St,W,,,,,
10891,1279387310,0.007456452,Oak,40,Arterial,"MULTILINESTRING ((2381389.4615799882 7127876.490224406, 2381429.214699483 7127877.001183472))",E,St,W,,,,,
10892,1279389161,0.003106855,Mulberry,30,Local,"MULTILINESTRING ((2383383.925152506 7127138.086566627, 2383402.2731679277 7127138.323526884))",E,St,W,,,,,
10893,1279389162,0.010563307,Mulberry,30,Local,"MULTILINESTRING ((2383383.925152506 7127138.086566627, 2383325.7291511702 7127144.612187618))",W,St,W,,,,,
10894,1279392530,0.016155646,Bolivar,30,Local,"MULTILINESTRING ((2385912.2459617523 7131457.082835401, 2385911.1113587357 7131544.394074561))",N,St,,Crescent,,,,
10895,1279392531,0.025476211,Bolivar,30,Local,"MULTILINESTRING ((2385911.1113587357 7131544.394074561, 2385912.4197493047 7131679.038643422))",N,St,,3rd,,,,
10896,1279392532,0.039146373,3rd,30,Local,"MULTILINESTRING ((2386322.1814615917 7131680.727535666, 2386114.2193829194 7131681.661667778))",W,St,W,Elm,,,,
10897,1279392533,0.037903631,3rd,30,Local,"MULTILINESTRING ((2385912.4197493047 7131679.038643422, 2386114.2193829194 7131681.661667778))",E,St,W,Bolivar,,,,
10898,1279392538,0.040389115,2nd,30,Local,"MULTILINESTRING ((2386323.069855941 7131142.228802221, 2386108.9890496535 7131143.083423072))",W,St,,Elm,,,,
10899,1279392539,0.038525002,2nd,30,Local,"MULTILINESTRING ((2385904.128410821 7131140.420699044, 2386108.9890496535 7131143.083423072))",E,St,,Bolivar,,,,
10900,1279392542,0.008699194,Elm,40,Arterial,"MULTILINESTRING ((2386324.045330424 7131302.339126547, 2386323.430150608 7131349.632701584))",N,St,N,,,,,
10901,1279392543,0.007456452,Elm,40,Arterial,"MULTILINESTRING ((2386323.430150608 7131349.632701584, 2386322.9096138277 7131389.650343023))",N,St,N,Gary,,,,
10902,1279392551,0.033554034,Texas,30,Local,"MULTILINESTRING ((2390042.7513718614 7130368.507612457, 2390137.5399174974 7130369.751669227, 2390198.693815955 7130370.554434932, 2390220.049918767 7130374.473389855))",E,St,,Texas,,,,
10903,1279392565,0.041631857,Davis,30,Local,"MULTILINESTRING ((2390674.6097497893 7128830.406923249, 2390454.397367081 7128831.152205674))",W,St,,Crawford,,,,
10904,1279392566,0.013670162,Davis,30,Local,"MULTILINESTRING ((2390674.6097497893 7128830.406923249, 2390747.997944459 7128831.371483032))",E,St,,,,,,
10905,1279392567,0.013670162,Davis,30,Local,"MULTILINESTRING ((2390747.997944459 7128831.371483032, 2390821.3861369207 7128832.336210475))",E,St,,Wood,,,,
10906,1279393000,0.010563307,Lindsey,30,Local,"MULTILINESTRING ((2382227.1814959273 7121723.5422106935, 2382285.2933370136 7121724.29052872))",E,St,,McCormick,,,,
10907,1279393003,0.042874599,McCormick,30,Local,"MULTILINESTRING ((2382227.1814959273 7121723.5422106935, 2382230.347355227 7121952.812059846))",N,St,,Lindsey,,,,
10908,1279393004,0.054059277,McCormick,30,Local,"MULTILINESTRING ((2382230.347355227 7121952.812059846, 2382235.82207924 7122240.328593337))",N,St,,Michial,,,,
10909,1279393006,0.01864113,Lindsey,30,Local,"MULTILINESTRING ((2382285.2933370136 7121724.29052872, 2382386.2244262183 7121725.590488772))",E,St,,,,,,
10910,1279393007,0.010563307,Lindsey,30,Local,"MULTILINESTRING ((2382386.2244262183 7121725.590488772, 2382444.336263604 7121726.339094443))",E,St,,,,,,
10911,1279393008,0.15534275,Lindsey,30,Local,"MULTILINESTRING ((2382444.336263604 7121726.339094443, 2383205.860105716 7121739.797434939, 2383233.292838909 7121747.428630764, 2383260.584678051 7121765.973706116))",E,St,,I-35E,,,,
10912,1279393896,0.0621371,Bonnie Brae,40,Arterial,"MULTILINESTRING ((2377896.2429793514 7131754.158701237, 2377898.4195469785 7131823.319306867, 2377901.196100533 7132085.331891172))",N,St,N,,,,,
10913,1279393897,0.021747985,Bonnie Brae,40,Arterial,"MULTILINESTRING ((2377901.196100533 7132085.331891172, 2377902.769816658 7132201.786271666))",N,St,N,,,,,
10914,1279394658,0.023612098,Fort Worth,40,Arterial,"MULTILINESTRING ((2384401.3800673685 7119892.308324323, 2384408.9080707487 7120019.755226477))",N,Dr,,,,,,
10915,1279394663,0.016777017,Fort Worth,40,Arterial,"MULTILINESTRING ((2384473.559123476 7120460.857477491, 2384496.897863273 7120548.48499973))",N,Dr,,,,,,
10916,1279394664,0.009941936,Fort Worth,40,Arterial,"MULTILINESTRING ((2384496.897863273 7120548.48499973, 2384511.5316082654 7120599.614264089))",N,Dr,,,,,,
10917,1279394908,0.045981454,Emery,30,Local,"MULTILINESTRING ((2378937.409611616 7132360.533294857, 2378692.762703973 7132361.046667643))",W,St,,Bellemead,,,,
10918,1279394909,0.018019759,Emery,30,Local,"MULTILINESTRING ((2378692.762703973 7132361.046667643, 2378594.876081056 7132363.435327101))",W,St,,Thomas,,,,
10919,1279395712,0.020505243,TX-288-LOOP N,45,Highways,"MULTILINESTRING ((2399560.6588208345 7129861.705764235, 2399562.252008843 7129970.8851214))",N,Unknown,,,,,,
10920,1279395713,0.091962908,TX-288-LOOP N,45,Highways,"MULTILINESTRING ((2399562.252008843 7129970.8851214, 2399570.772628044 7130247.533039298, 2399574.300549409 7130440.426193422, 2399574.056446392 7130458.61591972))",N,Unknown,,,,,,
10921,1279395739,0.041010486,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399500.3825558643 7129795.402182132, 2399503.569339289 7130013.760889197))",N,Unknown,,,,,,
10922,1279395740,0.091341537,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399503.569339289 7130013.760889197, 2399509.698588986 7130468.668113832, 2399509.308082328 7130497.7716772845))",N,Unknown,,,,,,
10923,1279395741,0.013048791,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399521.6498826505 7130945.485194352, 2399523.780023169 7131014.647205806))",N,Unknown,,,,,,
10924,1279395742,0.032932663,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399523.780023169 7131014.647205806, 2399533.6673337994 7131189.432765009))",N,Unknown,,,,,,
10925,1279395743,0.044738712,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399554.2226742725 7131480.796785186, 2399569.394778022 7131717.509580902))",N,Unknown,,,,,,
10926,1279395744,0.022369356,TX-288-LOOP S,45,Highways,"MULTILINESTRING ((2399569.394778022 7131717.509580902, 2399576.956316854 7131837.684967746))",N,Unknown,,,,,,
